id,concept,difficulty,bloom_level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
q_tup_006,Tuples,easy,apply,What does t.count(x) return?,Total elements,Number of occurrences of x,Index of x,Error if x not found,B,The count() method returns how many times x appears in the tuple.
q_tup_007,Tuples,easy,apply,Can a tuple contain lists?,No,Yes,Only in Python 3,Only empty lists,B,Tuples can contain mutable objects like lists though the tuple itself remains immutable.
q_tup_008,Tuples,medium,understand,What is a named tuple?,A dict with names,A tuple subclass with named fields,A list with named indices,A class,B,collections.namedtuple creates tuple subclasses with named fields.
q_tup_009,Tuples,easy,apply,What does (1,2)+(3,4) return?,(1,2,3,4),(1,2)(3,4),[(1,2),(3,4)],Error,A,Tuple concatenation with + creates a new tuple.
q_tup_010,Tuples,easy,apply,What does len((1,(2,3))) return?,2,3,1,Error,A,The outer tuple has 2 elements: 1 and (2,3).
q_set_001,Sets,medium,apply,How do you create an empty set?,{},set(),(),empty_set,B,{} creates an empty dict, not a set; use set() for an empty set.
q_set_002,Sets,medium,apply,Can sets contain duplicate values?,Yes,No,Only strings,Only numbers,B,Sets automatically discard duplicates; each element appears only once.
q_set_003,Sets,medium,apply,What does set.add(x) do?,Adds x at index 0,Adds x (no-op if present),Raises error if present,Adds x at the end,B,add() adds the element if not already present; otherwise no-op.
q_set_004,Sets,medium,apply,What does A | B return for sets?,Intersection,Union,Difference,Symmetric difference,B,The | operator returns the union of two sets.
q_set_005,Sets,medium,apply,What does A & B return for sets?,Union,Intersection,Difference,Complement,B,The & operator returns the intersection (elements in both).
q_set_006,Sets,medium,apply,What does A - B return for sets?,Union,Intersection,Elements in A but not B,Elements in B but not A,C,The - operator returns set difference: elements in A that are not in B.
q_set_007,Sets,medium,apply,What is a frozenset?,A mutable set,An immutable set,A sorted set,A set with max size,B,frozenset is an immutable version of set; it can be used as a dict key.
q_set_008,Sets,medium,apply,Are sets ordered in Python?,Yes,No,Only if sorted,Only in Python 3.7+,B,Sets are unordered collections with no guaranteed element order.
q_set_009,Sets,medium,apply,What does A ^ B return?,Union,Intersection,Symmetric difference,All elements,C,^ returns the symmetric difference: elements in either set but not both.
q_set_010,Sets,medium,apply,How do you check if x is in a set?,set.find(x),x in set,set.contains(x),set[x],B,The in operator checks membership in O(1) average time for sets.
q_dict_001,Dictionaries,medium,apply,How do you create an empty dictionary?,{},dict,(),set(),A,{} creates an empty dictionary (unlike sets which need set()).
q_dict_002,Dictionaries,medium,apply,How do you safely get a value with a default?,d[key],d.get(key, default),d.find(key),d[key] or default,B,dict.get(key, default) returns the value or default without raising KeyError.
q_dict_003,Dictionaries,medium,apply,What does d.keys() return?,A list,A dict_keys view,A tuple,A set,B,dict.keys() returns a view object of all keys.
q_dict_004,Dictionaries,medium,apply,What does d.items() return?,A list of values,A list of (key,value) tuples,A dict_items view,A set,C,dict.items() returns a view of (key, value) pairs.
q_dict_005,Dictionaries,medium,apply,What does d.update({'a':1}) do?,Creates new dict,Merges dict in-place,Returns new dict,Error,B,update() merges another dict or iterable of key-value pairs in-place.
q_dict_006,Dictionaries,medium,apply,What does d.pop('key') do?,Returns and removes the value for key,Returns value but keeps key,Adds the key,Clears the dict,A,pop() removes the key and returns its value (raises KeyError if missing).
q_dict_007,Dictionaries,medium,apply,Are dict keys ordered in Python 3.7+?,No,Yes (insertion order),Only if sorted,Only string keys,B,From Python 3.7+ dictionaries maintain insertion order.
q_dict_008,Dictionaries,medium,apply,What is a dict comprehension?,{k: v for k,v in items},A nested dict,A dict copy,A sorted dict,A,Dict comprehensions use {key: value for ...} syntax.
q_dict_009,Dictionaries,medium,apply,What does d.setdefault(k,v) do?,Same as d[k]=v,Returns d[k] if exists else sets d[k]=v and returns v,Returns v always,Raises error,B,setdefault() is a safe way to initialize a key if it doesn't exist.
q_dict_010,Dictionaries,medium,apply,What does collections.OrderedDict add over regular dict?,Faster access,Reorder ability (move_to_end etc),Immutability,Set operations,B,OrderedDict provides methods like move_to_end() for explicit ordering control.
q_lcomp_001,List Comprehensions,medium,apply,What is a list comprehension?,A comment,A compact way to create lists using for/if inline,A named function,A generator,B,List comprehensions create lists with concise [expr for x in iterable] syntax.
q_lcomp_002,List Comprehensions,medium,apply,What does [x*2 for x in range(3)] return?,[0,2,4],[2,4,6],[0,1,2],[1,2,3],A,The comprehension evaluates 0*2=0, 1*2=2, 2*2=4.
q_lcomp_003,List Comprehensions,medium,apply,How do you add filtering to a comprehension?,Add an if after the for clause,Use filter(),Add else clause,Use a nested loop,A,[x for x in lst if condition] filters elements using an if clause.
q_lcomp_004,List Comprehensions,medium,apply,What does [x for x in range(5) if x%2==0] return?,[0,2,4],[1,3,5],[0,1,2,3,4],Error,A,The filter keeps only even numbers: 0, 2, 4.
q_lcomp_005,List Comprehensions,medium,apply,What is a nested comprehension?,Two for clauses in one comprehension,A list of comprehensions,A comprehension inside a function,Error,A,[[cell for cell in row] for row in matrix] uses two for clauses to flatten/transform matrices.
q_lcomp_006,List Comprehensions,medium,apply,What is the difference between [] and () in a comprehension?,No difference,[] creates a list () creates a generator,[] is a set () is a tuple,Error,B,() creates a generator expression which is lazy; [] creates a full list immediately.
q_lcomp_007,List Comprehensions,medium,apply,What does {x: x**2 for x in range(3)} create?,A list,A set,A dict,A tuple,C,When using {key: value for ...} the result is a dictionary comprehension.
q_lcomp_008,List Comprehensions,medium,apply,What does {x for x in [1,2,2,3]} create?,{1,2,3},{1,2,2,3},[1,2,3],Error,A,Set comprehension creates a set which discards duplicates.
q_lcomp_009,List Comprehensions,medium,apply,When should you prefer a regular loop over a comprehension?,Never,When the logic is complex or has side effects,Always for performance,When the list is large,B,Comprehensions suit simple transformations; complex logic is clearer in a regular loop.
q_lcomp_010,List Comprehensions,medium,analyze,What is the time complexity of a list comprehension over n items?,O(1),O(log n),O(n),O(n²),C,A list comprehension iterates over each element once: O(n).
q_fh_001,File Handling,medium,apply,How do you open a file for reading?,file.open('f'),open('f','r'),open('f'),File('f','r'),C,open('filename') defaults to read mode 'r'; open('filename','r') is equivalent.
q_fh_002,File Handling,medium,apply,What mode opens a file for writing (overwrite)?,r,w,a,x,B,'w' opens for writing; creates the file if absent or truncates if present.
q_fh_003,File Handling,medium,apply,What mode opens a file for appending?,r,w,a,x,C,'a' opens for appending; writes go to the end of the file.
q_fh_004,File Handling,medium,apply,What is the best way to open a file?,open() and close(),with open() as f,file = File(),using try/finally manually,B,The with statement ensures the file is closed automatically even if an error occurs.
q_fh_005,File Handling,medium,apply,What does f.read() return?,One line,Entire file as string,List of lines,Bytes,B,f.read() returns the entire contents as a string (or bytes in binary mode).
q_fh_006,File Handling,medium,apply,What does f.readlines() return?,One line,All lines as a list,Entire file as string,Generator,B,readlines() returns a list of strings one per line including newlines.
q_fh_007,File Handling,medium,apply,What does f.write(s) return?,None,Number of characters written,True,The string written,B,write() returns the number of characters (or bytes) written.
q_fh_008,File Handling,medium,apply,How do you iterate over lines of a file efficiently?,for line in f.readlines(),for line in f,while f.readline(),f.read().split(),B,'for line in f' iterates lazily without loading the entire file into memory.
q_fh_009,File Handling,medium,apply,What does f.seek(0) do?,Closes the file,Moves file pointer to beginning,Reads from position 0,Writes at position 0,B,seek(0) moves the read/write position to the start of the file.
q_fh_010,File Handling,medium,apply,How do you read a file as bytes?,open('f','r'),open('f','rb'),open('f','b'),open('f').bytes(),B,'rb' mode reads in binary mode returning bytes.
q_iter_001,Iterators,medium,understand,What is an iterable?,Object with __iter__,Object with __next__,Object with __len__,Any sequence,A,An iterable implements __iter__ which returns an iterator.
q_iter_002,Iterators,medium,understand,What is an iterator?,Object that is iterable,Object implementing __iter__ and __next__,Any loopable object,A list or tuple,B,An iterator implements both __iter__ and __next__ methods.
q_iter_003,Iterators,medium,understand,What does next() do?,Returns length,Returns next item or raises StopIteration,Resets iterator,Converts to list,B,next(iterator) calls __next__; raises StopIteration when exhausted.
q_iter_004,Iterators,medium,apply,How do you get an iterator from a list?,list.__next__(),iter(list),list.iter(),list.iterator(),B,The built-in iter() function calls __iter__ to get an iterator.
q_iter_005,Iterators,medium,understand,Can an iterator be reset?,Yes always,No - must create new one,Only if it has a reset method,Yes with iter(),B,Iterators maintain state and cannot typically be reset; create a new one to restart.
q_iter_006,Iterators,medium,apply,What does StopIteration signal?,Error,End of iteration,Empty iterator,Type mismatch,B,StopIteration is raised by __next__ when there are no more items.
q_iter_007,Iterators,medium,understand,Is every iterator an iterable?,No,Yes,Only for lists,Only in Python 3,B,Every iterator is also an iterable because it implements __iter__ (returning self).
q_iter_008,Iterators,medium,apply,What does itertools.chain() do?,Adds iterables,Creates an iterator over multiple iterables in sequence,Repeats an iterable,Filters items,B,itertools.chain() concatenates multiple iterables into a single iterator.
q_iter_009,Iterators,medium,apply,What does itertools.islice(it, n) do?,Creates a slice of a list,Returns first n items from an iterator,Repeats n times,Reverses iterator,B,islice() lazily returns the first n elements from any iterator.
q_iter_010,Iterators,medium,understand,What is a lazy iterator?,One that creates all values at once,One that produces values on demand,One that is read-only,One that caches values,B,Lazy iterators compute values only when requested saving memory.
q_gen_001,Generators,hard,apply,What keyword turns a function into a generator?,return,yield,generate,async,B,A function containing yield becomes a generator function.
q_gen_002,Generators,hard,apply,What does calling a generator function return?,The first value,A generator object,A list,None,B,Calling a generator function returns a generator object without executing any code.
q_gen_003,Generators,hard,apply,What does yield do?,Returns and terminates,Suspends and produces a value,Pauses execution forever,Creates a coroutine,B,yield suspends the function preserving state and produces a value for the caller.
q_gen_004,Generators,hard,apply,What is a generator expression?,A list comprehension,A lazy version using () instead of [],A function,A decorator,B,Generator expressions use () and evaluate lazily unlike [] list comprehensions.
q_gen_005,Generators,hard,apply,What does yield from do?,Creates a sub-generator,Delegates to another iterable/generator,Returns from function,Raises StopIteration,B,yield from delegates to a sub-generator or iterable producing all its values.
q_gen_006,Generators,hard,apply,What is the memory advantage of generators?,None,They produce items lazily without storing all in memory,They are faster,They cache results,B,Generators avoid materializing large sequences in memory by computing on-demand.
q_gen_007,Generators,hard,analyze,What happens when a generator is exhausted?,Loops forever,StopIteration is raised,Returns None,Resets,B,Once exhausted the generator's __next__ raises StopIteration on every subsequent call.
q_gen_008,Generators,hard,apply,Can a generator send values back into itself?,No,Yes with generator.send(value),Only with yield from,No - use coroutines,B,generator.send(value) resumes execution and the yield expression evaluates to value.
q_gen_009,Generators,hard,apply,What does list(gen) do with a generator?,Raises error,Materializes all values into a list,Returns the generator,Returns None,B,list() exhausts the generator collecting all yielded values into a list.
q_gen_010,Generators,hard,analyze,When should you use a generator over a list?,Never,When working with large or infinite sequences,Only with yield from,Only for performance,B,Generators are ideal for large datasets or infinite sequences where you don't need all values at once.
q_mod_001,Modules,easy,apply,How do you import a module?,include module,import module,require module,use module,B,import is the keyword to bring a module into scope.
q_mod_002,Modules,easy,apply,How do you import a specific function from a module?,import function from module,from module import function,module.function,require(module.function),B,from module import name brings a specific name from a module.
q_mod_003,Modules,easy,apply,What does import math as m do?,Imports only m from math,Creates alias m for the math module,Renames math to m,Error,B,import ... as creates an alias for the module.
q_mod_004,Modules,easy,apply,What is __name__ inside a directly run module?,the filename,__main__,the module path,None,B,When a module is run directly its __name__ is set to '__main__'.
q_mod_005,Modules,easy,apply,What does if __name__ == '__main__': do?,Imports module,Runs code only when script is executed directly,Always runs,Never runs,B,This guard runs the block only when the file is executed directly not when imported.
q_mod_006,Modules,easy,apply,Where does Python search for modules?,Current directory only,sys.path locations,Environment path,import path file,B,sys.path is the list of directories Python searches when importing modules.
q_mod_007,Modules,easy,apply,What does from math import * do?,Imports nothing,Imports all public names from math,Imports only functions,Error in Python 3,B,import * imports all names not prefixed with underscore from the module.
q_mod_008,Modules,easy,understand,What is the __init__.py file for?,Required for all packages,Makes a directory a Python package,Contains module metadata,Holds global variables,B,__init__.py (can be empty) signals that a directory should be treated as a package.
q_mod_009,Modules,easy,apply,How do you reload a module that changed?,import again,importlib.reload(module),reload(module),re-import(module),B,importlib.reload() re-executes the module code for an already-imported module.
q_mod_010,Modules,medium,understand,What does __all__ in a module define?,Private names,Names exported by import *,All names,None of these,B,__all__ is a list of public names exported when from module import * is used.
q_pkg_001,Packages,medium,apply,What makes a directory a Python package?,A README,An __init__.py file,Any Python file,A setup.py,B,A directory with __init__.py is a Python package.
q_pkg_002,Packages,medium,apply,What is a relative import?,Importing from a URL,Importing from within the same package,Importing by alias,Lazy import,B,from . import module imports from the current package (relative path).
q_pkg_003,Packages,medium,apply,What does pip install package do?,Runs the package,Downloads and installs from PyPI,Creates a package,Updates Python,B,pip is Python's package installer; it downloads from PyPI.
q_pkg_004,Packages,medium,apply,Where are site-packages stored?,In the current directory,In Python's installation lib directory,In /usr/local,In the home directory,B,site-packages is the directory in Python's installation where third-party packages are installed.
q_pkg_005,Packages,medium,apply,What is a namespace package?,A package without __init__.py,A package with only docstrings,A virtual package,A package with one module,A,PEP 420 namespace packages don't require __init__.py and can span multiple directories.
q_pkg_006,Packages,medium,apply,What does pip freeze do?,Installs packages,Lists installed packages with versions,Removes packages,Updates packages,B,pip freeze outputs all installed packages with their exact versions (for requirements.txt).
q_pkg_007,Packages,medium,apply,What is a virtual environment?,A virtual machine,An isolated Python environment with its own packages,A container,A namespace,B,Virtual environments isolate project dependencies from the global Python installation.
q_pkg_008,Packages,medium,apply,How do you create a virtual environment?,pip create venv,python -m venv name,virtualenv.create(name),venv.new(name),B,python -m venv envname creates a new virtual environment.
q_pkg_009,Packages,medium,understand,What is pyproject.toml?,A configuration file for Python projects and packaging,A Python script,A virtual env config,A pip config,A,pyproject.toml (PEP 517/518) is the modern configuration format for Python packages.
q_pkg_010,Packages,medium,apply,What does from ..utils import helper do?,Imports from child package,Imports from parent package's utils,Imports from current package,Error,B,.. goes up one level to the parent package; from ..utils imports from a sibling package.
q_oop_001,OOP Basics,medium,understand,What is a class?,A module,A blueprint for creating objects,A function,A variable type,B,A class defines the structure and behavior for objects of that type.
q_oop_002,OOP Basics,medium,understand,What is an object?,A function call,An instance of a class,A module,A variable,B,An object is an instance created from a class using instantiation.
q_oop_003,OOP Basics,medium,understand,What is a method?,A module function,A function defined inside a class,A class variable,An attribute,B,A method is a function defined inside a class that operates on instances.
q_oop_004,OOP Basics,medium,understand,What are attributes?,Variables bound to an object/class,Built-in functions,Class names,Import statements,A,Attributes are data stored on an object or class (instance/class variables).
q_oop_005,OOP Basics,medium,understand,What does instantiation mean?,Importing a class,Creating an object from a class,Inheriting a class,Calling a method,B,Instantiation creates a new object from a class by calling it like a function.
q_oop_006,OOP Basics,medium,understand,What are the 4 pillars of OOP?,Variables loops functions classes,Encapsulation inheritance polymorphism abstraction,Import export modify delete,None of these,B,OOP is built on encapsulation, inheritance, polymorphism, and abstraction.
q_oop_007,OOP Basics,medium,understand,What is the difference between a class and an object?,No difference,A class is the blueprint; an object is an instance,An object is the blueprint; a class is an instance,Classes exist at runtime only,B,The class defines structure; objects are concrete instances of that structure.
q_oop_008,OOP Basics,medium,understand,Can Python support multiple programming paradigms?,No - OOP only,Yes - OOP, procedural, functional,Yes - only OOP and functional,No - only procedural,B,Python supports OOP, procedural, and functional programming styles.
q_oop_009,OOP Basics,medium,understand,What does 'self' refer to in a method?,The class,The current instance,A global variable,None,B,self refers to the specific instance the method is called on.
q_oop_010,OOP Basics,medium,understand,What is abstraction in OOP?,Hiding implementation details,Copying code,Inheritance,Error handling,A,Abstraction means exposing only necessary interface while hiding internal complexity.
q_co_001,Classes Objects,medium,apply,What keyword creates a class?,object,class,type,struct,B,class is the keyword to define a class in Python.
q_co_002,Classes Objects,medium,apply,What is self in a method?,A module reference,A reference to the current instance,A global variable,A class method argument,B,self is the conventional first parameter of instance methods referring to the object.
q_co_003,Classes Objects,medium,apply,How do you access an instance attribute?,class.attr,self.attr inside methods / obj.attr outside,obj[attr],getattr only,B,Instance attributes are accessed via self.attr inside the class or obj.attr externally.
q_co_004,Classes Objects,medium,apply,What is __dict__ on an object?,Its class,A dict of its instance attributes,Its methods,Its type,B,obj.__dict__ is a dictionary containing the instance's attribute names and values.
q_co_005,Classes Objects,medium,apply,What is __class__ on an object?,Its parent class,The class it was created from,A method,A string,B,obj.__class__ returns the class that the object is an instance of.
q_co_006,Classes Objects,medium,apply,How do you create a class method?,def method(self),@classmethod def method(cls),@staticmethod def method(),def classmethod(),B,@classmethod decorator makes a method receive the class (cls) as first arg.
q_co_007,Classes Objects,medium,apply,What is a static method?,A method with self,A method that takes no self or cls,A class variable,A module function,B,@staticmethod creates a method that doesn't receive the instance or class.
q_co_008,Classes Objects,medium,apply,What does obj.__class__.__name__ return?,The module name,The class name as a string,None,Error,B,__name__ on a class returns its name as a string.
q_co_009,Classes Objects,medium,apply,Can Python classes have class-level (shared) variables?,No,Yes,Only constants,Only strings,B,Class variables are defined in the class body and shared across all instances.
q_co_010,Classes Objects,medium,apply,What does vars(obj) return?,The class,Same as obj.__dict__,The methods,The type,B,vars(obj) returns the __dict__ of an object.
q_ctor_001,Constructors,medium,apply,What is __init__ in Python?,A module initializer,The constructor method called when creating an instance,A destructor,A class method,B,__init__ is called automatically when a new instance is created.
q_ctor_002,Constructors,medium,apply,What does super().__init__() do?,Calls parent class constructor,Creates a new class,Destroys the parent,Calls self.__init__,A,super().__init__() calls the __init__ of the parent class.
q_ctor_003,Constructors,medium,apply,What is __new__?,The constructor that creates the instance before __init__,Same as __init__,A class method,A factory function,A,__new__ allocates memory and creates the object; __init__ initializes it.
q_ctor_004,Constructors,medium,apply,Can __init__ return a value?,Yes,No - must return None,Only False,Only another class,B,__init__ must return None; returning anything else raises TypeError.
q_ctor_005,Constructors,medium,apply,How do you set instance attributes in __init__?,Global vars,self.attribute = value,cls.attribute = value,Assign directly,B,Use self.attribute = value inside __init__ to set instance attributes.
q_ctor_006,Constructors,medium,apply,What is constructor overloading in Python?,Defining multiple __init__,Not directly supported; use *args/**kwargs or @classmethod,Using __new__,Inheriting __init__,B,Python doesn't support multiple constructors by overloading; use default args or classmethods.
q_ctor_007,Constructors,medium,apply,What is a factory classmethod?,A function that returns a new class,An alternative constructor returning cls(...),A static factory,An __init__ alias,B,Classmethods as alternative constructors call cls() to create instances.
q_ctor_008,Constructors,medium,apply,When is __init__ called?,Manually,Automatically during instantiation,Only when called explicitly,On import,B,Python calls __init__ automatically after __new__ creates the object.
q_ctor_009,Constructors,medium,apply,What does __del__ do?,Constructor,Destructor called when object is garbage collected,Deletes an attribute,Removes the class,B,__del__ is called when the object's reference count drops to zero.
q_ctor_010,Constructors,medium,apply,Can a subclass skip calling super().__init__()?,Yes but instance attrs from parent won't be set,No - Python requires it,Only in Python 3.10+,Only with @override,A,It's valid to skip but parent's initialization logic won't run possibly leaving attrs unset.
q_enc_001,Encapsulation,medium,apply,What prefix makes an attribute private by convention?,#,_,__,@,B,A single underscore prefix (_attr) signals that an attribute is intended to be private.
q_enc_002,Encapsulation,medium,apply,What does double underscore prefix (__attr) do?,Makes it truly private,Name mangling to _ClassName__attr,Deletes the attribute,Makes it a class variable,B,__ prefix causes name mangling: __attr becomes _ClassName__attr in the namespace.
q_enc_003,Encapsulation,medium,apply,What is a property in Python?,A class variable,A descriptor managing attribute access via @property,A method,A module attribute,B,@property creates a managed attribute with getter/setter/deleter methods.
q_enc_004,Encapsulation,medium,apply,How do you create a setter for a property?,@property.set,@prop.setter,def set_prop(),@setter,B,@propname.setter decorates a method to be called when setting the property.
q_enc_005,Encapsulation,medium,apply,What is the purpose of encapsulation?,Speed,Bundling data with methods and restricting direct access,Inheritance,Polymorphism,B,Encapsulation bundles data and behavior while hiding internal state from outside.
q_enc_006,Encapsulation,medium,apply,Can name-mangled attributes still be accessed?,No,Yes via _ClassName__attr,Only inside the class,Only with getattr,B,Name-mangled attributes can be accessed externally as _ClassName__attr.
q_enc_007,Encapsulation,medium,apply,What does @property allow?,Accessing a method like an attribute,Making an attribute private,Overriding a method,Creating a class variable,A,@property lets you call a method without parentheses as if it were an attribute.
q_enc_008,Encapsulation,medium,apply,What does @attr.deleter do?,Deletes the class,Defines logic for del obj.attr,Removes the setter,Marks attr as read-only,B,@attr.deleter decorates the method called when del obj.attr is executed.
q_enc_009,Encapsulation,medium,analyze,Why is encapsulation important?,Prevents all errors,Allows controlled access and validation of internal state,Speeds up execution,Required by Python,B,Encapsulation lets you validate or transform values before storing them.
q_enc_010,Encapsulation,medium,apply,What is the difference between _ and __ prefix?,No difference,_ is convention only; __ triggers name mangling,__ is stronger _ is weaker but identical internally,Both are identical,B,_ is a hint to developers; __ actively renames the attribute to prevent accidental override.
q_inh_001,Inheritance,hard,analyze,What is inheritance in OOP?,Copying code,A class acquiring attributes and methods from a parent class,Sharing modules,Using decorators,B,Inheritance lets a subclass reuse and extend the behavior of a parent class.
q_inh_002,Inheritance,hard,analyze,What is single inheritance?,Only one level of inheritance,A class inheriting from exactly one parent class,A class with one method,Inheriting from built-ins,B,Single inheritance means the child class has exactly one direct parent.
q_inh_003,Inheritance,hard,analyze,What is the MRO?,Modular Reference Order,Method Resolution Order - the order Python searches for methods,Memory Reference Object,Module Run Order,B,MRO (C3 linearization) determines the order in which base classes are searched for methods.
q_inh_004,Inheritance,hard,apply,How do you see a class's MRO?,ClassName.mro() or ClassName.__mro__,inspect.mro(cls),mro(ClassName),type(ClassName).mro,A,Both ClassName.mro() and ClassName.__mro__ expose the method resolution order.
q_inh_005,Inheritance,hard,apply,What is a mixin?,A standalone class providing specific functionality to be mixed in,A base class,An abstract class,A decorator,A,Mixins are small classes providing reusable functionality without a full inheritance hierarchy.
q_inh_006,Inheritance,hard,analyze,What does super() do?,Calls parent's __init__ only,Returns a proxy to the parent class for cooperative calls,Creates a new parent,Bypasses MRO,B,super() returns a proxy enabling cooperative multiple inheritance following the MRO.
q_inh_007,Inheritance,hard,apply,What is the Diamond Problem?,A performance issue,When two parents share a common ancestor causing ambiguity in multiple inheritance,A syntax error,A circular import,B,The Diamond Problem occurs in multiple inheritance when two parents share a base class. Python's MRO solves it.
q_inh_008,Inheritance,hard,apply,"class B(A): pass — what does B inherit?",Nothing,All of A's methods and attributes,Only A's __init__,Only public methods,B,B inherits all methods and attributes from A.
q_inh_009,Inheritance,hard,analyze,Can a subclass override parent methods?,No,Yes,Only __init__,Only magic methods,B,Method overriding allows a subclass to provide its own implementation.
q_inh_010,Inheritance,hard,apply,How do you call a parent's overridden method from child?,parent.method(self),super().method(),self.super().method(),parent_class(),B,super().method() calls the parent's version following the MRO.
q_poly_001,Polymorphism,hard,analyze,What is polymorphism?,Same name for different types,One interface; multiple implementations depending on object type,Overloading operators,Inheriting methods,B,Polymorphism allows different objects to respond to the same interface differently.
q_poly_002,Polymorphism,hard,analyze,What is method overriding?,Defining a method in a parent class,A subclass providing its own implementation of a parent method,Using the same method name twice,Calling two methods,B,Method overriding is when a subclass redefines an inherited method.
q_poly_003,Polymorphism,hard,analyze,What is duck typing?,Typing with ducks,If an object has the required methods/attributes it can be used regardless of type,Strict typing,Type hints,B,Duck typing means Python checks behavior (methods/attrs) not explicit type.
q_poly_004,Polymorphism,hard,apply,What is operator overloading?,Calling operators with extra args,Defining __dunder__ methods to customize operator behavior,Using multiple operators,A built-in feature,B,Dunder methods like __add__ and __str__ let you customize how operators work on your objects.
q_poly_005,Polymorphism,hard,apply,What dunder method overloads the + operator?,__plus__,__add__,__sum__,__concat__,B,__add__(self, other) is called when + is used on the object.
q_poly_006,Polymorphism,hard,apply,What dunder method defines str(obj) behavior?,__string__,__str__,__repr__,__format__,B,__str__ is called by str() and print() for a human-readable string representation.
q_poly_007,Polymorphism,hard,apply,What is the difference between __str__ and __repr__?,No difference,__str__ for end-user; __repr__ for developers/debugging,__repr__ for end-user; __str__ for debug,Both are identical,B,__str__ is meant to be readable; __repr__ is meant to be unambiguous and useful for debugging.
q_poly_008,Polymorphism,hard,analyze,What is an abstract base class?,A class with no methods,A class that cannot be instantiated and defines an interface,A built-in class,A mixin,B,ABCs (from abc module) define required methods subclasses must implement.
q_poly_009,Polymorphism,hard,apply,What module provides ABC and abstractmethod?,typing,abc,collections,functools,B,The abc module provides ABC base class and @abstractmethod decorator.
q_poly_010,Polymorphism,hard,analyze,What does @abstractmethod enforce?,Method must be private,Subclasses must implement the method or they cannot be instantiated,Method is final,Method is static,B,@abstractmethod marks a method that subclasses must override; instantiating without it raises TypeError.
q_dec_001,Decorators,hard,create,What is a decorator?,A comment,A function that wraps another function to modify its behavior,A class attribute,A module alias,B,A decorator takes a function and returns a modified or wrapped version of it.
q_dec_002,Decorators,hard,create,What does @decorator syntax do?,Creates a function,Applies decorator to the function below it,Imports a module,Defines a class,B,@decorator is syntactic sugar for func = decorator(func).
q_dec_003,Decorators,hard,create,Why should you use functools.wraps in a decorator?,For speed,To preserve the wrapped function's metadata (__name__ etc),Required by Python,To enable recursion,B,Without @wraps the wrapper function would replace the original's __name__ and __doc__.
q_dec_004,Decorators,hard,create,Can decorators accept arguments?,No,Yes - by adding another wrapping layer,Only built-in decorators,Only with *args,B,Parameterized decorators use three levels: outer takes args, middle takes func, inner is the wrapper.
q_dec_005,Decorators,hard,create,What is a class decorator?,A decorator applied to methods,A class used as a decorator by implementing __call__,A class that inherits decorators,A factory function,B,A class can act as a decorator if it implements __call__ to wrap the function.
q_dec_006,Decorators,hard,create,What does @property do?,Imports a property,Creates a managed attribute using a descriptor,Caches a function,Makes a method static,B,@property is a built-in decorator that makes a method callable as an attribute.
q_dec_007,Decorators,hard,apply,What does @staticmethod do?,Makes method use self,Makes method take no implicit self or cls,Makes method private,Requires the class to be abstract,B,@staticmethod removes the implicit first argument making it a plain function in the class namespace.
q_dec_008,Decorators,hard,apply,What does @classmethod do?,Uses self,Passes the class as first argument (cls),Makes method private,Inherits automatically,B,@classmethod passes the class itself (not an instance) as the first argument.
q_dec_009,Decorators,hard,create,How do you stack multiple decorators?,Only one is allowed,@dec1 above @dec2 means dec1(dec2(func)),@dec2 above @dec1 means dec1(dec2(func)),Order doesn't matter,B,Decorators are applied bottom-up: the decorator closest to the function is applied first.
q_dec_010,Decorators,hard,create,What is the typical use case for decorators?,Variable assignment,Cross-cutting concerns: logging, caching, auth, timing,Defining classes,Creating modules,B,Decorators are ideal for cross-cutting concerns that should apply transparently to many functions.
